age_op,age_th,edu_op,edu_th,hours_op,hours_th,gain_val,original_spd,selected_rows,selectivity,male_ratio,female_ratio,positive_rate,male_positive_rate,female_positive_rate,age_percentile,edu_percentile,hours_percentile,repair_age_op,repair_age_th,repair_edu_op,repair_edu_th,repair_hours_op,repair_hours_th,repair_gain_val,repair_spd,distance,delta_age,delta_edu,delta_hours,delta_gain
<=,51,<=,16,>=,25,1,0.21292164491009302,1915,0.05881269002794755,0.7765013054830288,0.22349869451697127,0.6302872062663185,0.6778749159381304,0.4649532710280374,0.8198765394183225,1.0,0.12109578944135622,<=,49,<=,16,>=,25,1,0.1996506136520667,0.0392156862745098,-2,0,0,0
<=,55,<=,14,>=,36,1,0.22425080682342097,1806,0.05546512699241424,0.8006644518272426,0.19933554817275748,0.6351052048726468,0.6798063623789765,0.45555555555555555,0.874420318786278,0.9696262399803446,0.2180522711218943,<=,55,<=,14,>=,41,1,0.1675193493375312,0.1388888888888889,0,0,5,0
<=,50,>=,2,>=,31,1,0.21303870746662584,1789,0.05494303000522097,0.7803242034656233,0.21967579653437674,0.6344326439351593,0.6812320916905444,0.4681933842239186,0.8016031448665581,0.00672583765854857,0.16123583428027394,<=,46,>=,2,>=,31,1,0.19210473486477964,0.08,-4,0,0,0
<=,52,<=,13,<=,54,1,0.21357004659243467,1450,0.044531801848837566,0.7393103448275862,0.26068965517241377,0.5441379310344827,0.5998134328358209,0.3862433862433862,0.8345566782346979,0.9167101747489328,0.8947821012868156,<=,52,<=,14,<=,54,1,0.19941889515326294,0.07692307692307693,0,1,0,0
<=,60,>=,9,>=,43,0,0.2346217769324551,7261,0.22299683670648937,0.8109075884864344,0.18909241151356562,0.37598126979754853,0.4203464673913043,0.18572469045884923,0.9283805779920764,0.4531187617087927,0.7182211848530451,<=,60,>=,9,>=,43,1,0.16936198130227986,1.0,0,0,0,1
>=,53,<=,12,>=,31,0,0.22269434751388872,2763,0.08485611621264703,0.7050307636626855,0.29496923633731453,0.23307998552298226,0.29876796714579057,0.07607361963190185,0.848806854826326,0.7522496237830534,0.16123583428027394,>=,53,<=,9,>=,31,0,0.18553890078515348,0.25,0,-3,0,0
>=,49,>=,12,>=,47,1,0.20275521017308373,168,0.005159546696968767,0.8869047619047619,0.1130952380952381,0.9166666666666666,0.9395973154362416,0.7368421052631579,0.7831147692024201,0.7522496237830534,0.7847731949264457,>=,48,>=,12,>=,47,1,0.19374999999999998,0.02040816326530612,-1,0,0,0
<=,57,>=,11,>=,24,1,0.2240887535653665,1144,0.03513405607935874,0.7744755244755245,0.22552447552447552,0.7937062937062938,0.8442437923250564,0.6201550387596899,0.8966555081232149,0.7194803599398053,0.10039617947851724,<=,58,>=,13,>=,24,1,0.1979461305200927,0.19936204146730463,1,2,0,0
>=,26,>=,13,<=,55,0,0.2965676886438956,5486,0.1684837689260158,0.7061611374407583,0.2938388625592417,0.45880422894640904,0.5459473412493546,0.24937965260545905,0.22100058352016216,0.9167101747489328,0.9160959429992936,>=,26,>=,13,<=,55,1,0.17750040525206678,1.0,0,0,0,1
>=,58,<=,16,>=,36,0,0.2477372885371748,1817,0.05580295445471577,0.7413318657127133,0.25866813428728674,0.2900385250412768,0.35412026726057905,0.10638297872340426,0.9078959491416111,1.0,0.2180522711218943,>=,58,<=,16,>=,36,1,0.1785714285714286,1.0,0,0,0,1
>=,34,>=,14,<=,46,0,0.3820057306590258,1124,0.0345198243297196,0.6895017793594306,0.3104982206405694,0.5613879003558719,0.68,0.2979942693409742,0.4314670925340131,0.9696262399803446,0.7832683271398299,>=,34,>=,14,<=,46,1,0.14108296075509186,1.0,0,0,0,1
>=,30,<=,15,>=,36,1,0.20537852699006565,1985,0.06096250115168453,0.8267002518891687,0.17329974811083124,0.7017632241813602,0.7373552711761121,0.5319767441860465,0.3246829028592488,0.9873161143699518,0.2180522711218943,>=,30,<=,15,>=,41,1,0.14763516172188562,0.1388888888888889,0,0,5,0
>=,25,>=,5,>=,31,1,0.21232621267555774,2308,0.07088234390835663,0.8015597920277296,0.19844020797227035,0.6811091854419411,0.7232432432432433,0.5109170305676856,0.19689198734682595,0.05257823776911028,0.16123583428027394,>=,26,>=,4,>=,30,1,0.19939534460811048,0.27225806451612905,1,-1,-1,0
>=,28,<=,15,>=,25,0,0.2174144935244598,20271,0.6225545898467492,0.7047999605347541,0.2952000394652459,0.27388880666962656,0.33806957373836355,0.12065508021390374,0.2732717054144529,0.9873161143699518,0.12109578944135622,>=,28,<=,13,>=,25,0,0.19952029199617624,0.13333333333333333,0,-2,0,0
>=,38,<=,16,>=,29,1,0.20168697237487532,1662,0.05104265839501244,0.8128760529482552,0.1871239470517449,0.720216606498195,0.7579570688378978,0.5562700964630225,0.5376984736341022,1.0,0.12579466232609562,>=,37,<=,16,>=,29,1,0.1995861968624565,0.02631578947368421,-1,0,0,0
>=,34,>=,8,>=,39,0,0.28041357996722116,12498,0.38383342034949786,0.7428388542166746,0.25716114578332533,0.3629380700912146,0.43504954760878933,0.15463596764156815,0.4314670925340131,0.13061638156076288,0.23841405362243173,>=,34,>=,8,>=,41,1,0.1692307692307693,1.0512820512820513,0,0,2,1
<=,47,>=,13,>=,30,0,0.30053908355795145,4823,0.14812198642547833,0.6923076923076923,0.3076923076923077,0.4088741447232013,0.5013477088948787,0.20080862533692723,0.7487177912226283,0.9167101747489328,0.16108227634286415,<=,47,>=,16,>=,30,0,0.19992609016999263,0.23076923076923078,0,3,0,0
>=,34,>=,5,<=,44,0,0.20102859725333783,11351,0.34860722950769324,0.6284908818606291,0.371509118139371,0.24491234252488767,0.31959629941127,0.11856770215793218,0.4314670925340131,0.05257823776911028,0.7247320413992199,>=,34,>=,5,<=,43,0,0.1984264305603184,0.022727272727272728,0,0,-1,0
<=,51,>=,10,>=,29,0,0.24409313282207576,12038,0.36970609010779765,0.6668051171290912,0.3331948828709088,0.29564711746137234,0.37697770026161703,0.13288456743954127,0.8198765394183225,0.6770369460397407,0.12579466232609562,<=,51,>=,9,>=,29,0,0.1885937950542556,0.1,0,-1,0,0
>=,55,>=,9,>=,35,1,0.2669866365518539,377,0.011578268480697767,0.8169761273209549,0.1830238726790451,0.7108753315649867,0.7597402597402597,0.4927536231884058,0.874420318786278,0.4531187617087927,0.21129572187586376,>=,59,>=,9,>=,36,1,0.19919786096256686,0.10129870129870129,4,0,1,0
>=,57,<=,13,>=,25,0,0.22818296445440664,2256,0.06928534135929486,0.7078900709219859,0.2921099290780142,0.23891843971631205,0.3055729492798998,0.07738998482549317,0.8966555081232149,0.9167101747489328,0.12109578944135622,>=,58,<=,12,>=,25,0,0.19484612267276932,0.09446693657219973,1,-1,0,0
>=,35,>=,2,>=,40,1,0.23011000570181483,1729,0.053100334756303554,0.8374783111625217,0.1625216888374783,0.7229612492770388,0.7603591160220995,0.5302491103202847,0.45837044316820735,0.00672583765854857,0.7057522803353705,>=,35,>=,2,>=,41,1,0.17732955885822133,0.025,0,0,1,0
<=,50,>=,12,>=,53,1,0.2971867007672634,193,0.00592733638401769,0.8808290155440415,0.11917098445595854,0.8704663212435233,0.9058823529411765,0.6086956521739131,0.8016031448665581,0.7522496237830534,0.8935229262000552,<=,50,>=,12,>=,50,1,0.17460955443270565,0.05660377358490566,0,0,-3,0
>=,38,<=,13,>=,42,0,0.2943181196407495,3704,0.11375572003316851,0.8174946004319654,0.18250539956803455,0.39740820734341253,0.4511228533685601,0.15680473372781065,0.5376984736341022,0.9167101747489328,0.7135837351432696,>=,37,<=,13,>=,43,1,0.19853353915239969,1.050125313283208,-1,0,1,1
<=,47,<=,11,<=,57,1,0.20503866963189166,876,0.02690335063419428,0.7317351598173516,0.2682648401826484,0.4223744292237443,0.47737909516380655,0.2723404255319149,0.7487177912226283,0.7194803599398053,0.9195970639722367,<=,46,<=,11,<=,57,1,0.19212246302029584,0.02127659574468085,-1,0,0,0
>=,40,>=,11,>=,33,1,0.22823286965481715,776,0.023832191885998586,0.8337628865979382,0.16623711340206185,0.8569587628865979,0.8948995363214838,0.6666666666666666,0.5871441294800528,0.7194803599398053,0.17060286846227082,>=,38,>=,11,>=,33,1,0.19857628559286022,0.05,-2,0,0,0
<=,56,<=,12,<=,53,1,0.22229665071770338,1136,0.03488836337950309,0.7359154929577465,0.2640845070422535,0.4735915492957746,0.5322966507177034,0.31,0.8856607598046743,0.7522496237830534,0.8935229262000552,<=,56,<=,12,<=,49,1,0.19858156028368795,0.07547169811320754,0,0,-4,0
>=,41,>=,5,>=,53,1,0.22180851063829787,259,0.007954301157826848,0.9073359073359073,0.09266409266409266,0.8262548262548263,0.8468085106382979,0.625,0.6119590921654741,0.05257823776911028,0.8935229262000552,>=,41,>=,5,>=,56,1,0.19210526315789467,0.05660377358490566,0,0,3,0
<=,45,>=,12,>=,23,0,0.2692649174505878,5254,0.16135868063020178,0.670346402740769,0.32965359725923105,0.36410354015987817,0.45286768881317435,0.1836027713625866,0.7043395473112005,0.7522496237830534,0.09265685943306409,<=,43,>=,10,>=,23,0,0.19392253575046736,0.2111111111111111,-2,-2,0,0
>=,27,>=,10,>=,31,1,0.23533536930211518,1578,0.048462885046528056,0.8003802281368821,0.19961977186311788,0.7788339670468948,0.8258115597783057,0.5904761904761905,0.2466447590675962,0.6770369460397407,0.16123583428027394,>=,29,>=,11,>=,31,1,0.18838822843341185,0.17407407407407408,2,1,0,0
<=,52,>=,2,>=,54,0,0.22401492421642327,2613,0.08024937809035348,0.8430922311519327,0.15690776884806737,0.36203597397627246,0.39718565592374033,0.17317073170731706,0.8345566782346979,0.00672583765854857,0.8947821012868156,<=,51,>=,2,>=,50,0,0.1971617704183347,0.0933048433048433,-1,0,-4,0
<=,48,>=,12,>=,29,0,0.29091431492507197,5702,0.17511747182211848,0.6851981760785689,0.3148018239214311,0.38986320589266926,0.4814435628359355,0.1905292479108635,0.7653941832253309,0.7522496237830534,0.12579466232609562,<=,48,>=,9,>=,29,0,0.17737016142204895,0.25,0,-3,0,0
>=,43,<=,16,<=,51,0,0.2583589894699764,9260,0.2843893000829213,0.6721382289416846,0.3278617710583153,0.29190064794816417,0.37660668380462725,0.11824769433465086,0.6595620527625073,1.0,0.8885169374404963,>=,41,<=,16,<=,49,1,0.1971698556720417,1.0857273141814865,-2,0,-2,1
>=,52,>=,10,<=,41,0,0.31261733416770965,1625,0.04990632965818003,0.6652307692307692,0.33476923076923076,0.34215384615384614,0.44680851063829785,0.13419117647058823,0.8345566782346979,0.6770369460397407,0.7068578974847209,>=,52,>=,9,<=,39,0,0.15806938159879336,0.14878048780487807,0,-1,-2,0
<=,56,>=,7,>=,34,1,0.2350843853219311,2007,0.06163815607628758,0.7922272047832586,0.2077727952167414,0.6706527154957648,0.7194968553459119,0.4844124700239808,0.8856607598046743,0.11731826418107552,0.1714627929117656,<=,56,>=,7,>=,34,0,0.19910111616036816,1.0,0,0,0,-1
>=,42,>=,14,<=,49,0,0.38806765790686953,817,0.025091366972758822,0.7050183598531212,0.29498164014687883,0.576499388004896,0.6909722222222222,0.3029045643153527,0.6359141304014004,0.9696262399803446,0.8015417216915942,>=,42,>=,14,<=,49,1,0.14522900763358781,1.0,0,0,0,1
>=,33,<=,13,<=,53,1,0.22636097917427844,1467,0.04505389883603084,0.7682344921608726,0.23176550783912747,0.6121336059986366,0.6645962732919255,0.43823529411764706,0.40425662602499923,0.9167101747489328,0.8935229262000552,>=,33,<=,12,<=,49,1,0.18948662085916995,0.15239477503628446,0,-1,-4,0
<=,38,>=,12,>=,59,0,0.2607912125632884,357,0.010964036731058628,0.7591036414565826,0.24089635854341737,0.453781512605042,0.5166051660516605,0.2558139534883721,0.5376984736341022,0.7522496237830534,0.9206105463591413,<=,36,>=,12,>=,55,0,0.19122257053291536,0.12042818911685994,-2,0,-4,0
>=,57,>=,7,>=,45,0,0.2989495033543086,551,0.016922084702558276,0.8511796733212341,0.14882032667876588,0.43738656987295826,0.48187633262260127,0.18292682926829268,0.8966555081232149,0.11731826418107552,0.7807499769663094,>=,57,>=,7,>=,45,1,0.11754385964912284,1.0,0,0,0,1
<=,50,>=,5,>=,34,1,0.22130946448422584,1753,0.05383741285587052,0.7832287507130633,0.21677124928693667,0.6417569880205363,0.6897305171158048,0.46842105263157896,0.8016031448665581,0.05257823776911028,0.1714627929117656,<=,46,>=,5,>=,34,1,0.1992445465388078,0.08,-4,0,0,0
>=,58,<=,16,>=,28,0,0.24204427533725353,2122,0.06516998863671263,0.7229029217719133,0.2770970782280867,0.27191328934967013,0.3389830508474576,0.09693877551020408,0.9078959491416111,1.0,0.12557968121372193,>=,58,<=,16,>=,31,1,0.19282076158137273,1.1071428571428572,0,0,3,1
>=,35,<=,11,>=,39,1,0.22816117877010972,883,0.02711833174656798,0.8369195922989807,0.16308040770101925,0.579841449603624,0.6170500676589986,0.3888888888888889,0.45837044316820735,0.7194803599398053,0.23841405362243173,>=,35,<=,9,>=,39,1,0.19690661961346528,0.18181818181818182,0,-2,0,0
<=,48,>=,10,>=,36,0,0.24537623620467247,10177,0.3125518258038758,0.6855654908126166,0.3144345091873833,0.2982214798074089,0.3753762362046725,0.13,0.7653941832253309,0.6770369460397407,0.2180522711218943,<=,48,>=,9,>=,36,0,0.18570721045569782,0.1,0,-1,0,0
>=,32,>=,10,<=,49,0,0.2759188394701111,7431,0.22821780657842203,0.648903243170502,0.35109675682949804,0.34692504373570177,0.4437992534218167,0.16788041395170564,0.3773839869782869,0.6770369460397407,0.8015417216915942,>=,32,>=,11,<=,50,1,0.19828463739407942,1.120408163265306,0,1,1,1
>=,33,<=,9,>=,46,0,0.2183150982512176,1600,0.04913853997113111,0.863125,0.136875,0.270625,0.3005068790731354,0.0821917808219178,0.40425662602499923,0.4531187617087927,0.7832683271398299,>=,33,<=,8,>=,46,0,0.07013406156901689,0.1111111111111111,0,-1,0,0
<=,59,<=,13,>=,44,1,0.2164785886758981,760,0.023340806486287276,0.8802631578947369,0.11973684210526316,0.6960526315789474,0.7219730941704036,0.5054945054945055,0.9187985626977059,0.9167101747489328,0.7247320413992199,<=,58,<=,13,>=,43,1,0.19922654690618757,0.03967642526964561,-1,0,-1,0
<=,59,<=,13,>=,56,0,0.22615851319781025,1976,0.060686096864346915,0.853744939271255,0.14625506072874495,0.3107287449392713,0.34380557202133966,0.11764705882352941,0.9187985626977059,0.9167101747489328,0.9190749669850434,<=,59,<=,13,>=,61,0,0.18136088809594608,0.08928571428571429,0,0,5,0
>=,43,>=,4,>=,50,0,0.2681326669695593,2116,0.06498571911182088,0.8388468809073724,0.1611531190926276,0.4829867674858223,0.5261971830985915,0.25806451612903225,0.6595620527625073,0.036792481803384416,0.8881176868032309,>=,43,>=,4,>=,50,1,0.19056827396918463,1.0,0,0,0,1
>=,56,>=,1,<=,46,0,0.2052296076340157,2978,0.09145910752126778,0.6584956346541303,0.3415043653458697,0.20987239758226997,0.2799592044875064,0.07472959685349066,0.8856607598046743,0.001566290961579804,0.7832683271398299,>=,57,>=,1,<=,46,0,0.19853568091918022,0.017857142857142856,1,0,0,0
>=,39,>=,10,>=,53,0,0.3276836158192091,994,0.0305273179570652,0.8309859154929577,0.16901408450704225,0.53420523138833,0.589588377723971,0.2619047619047619,0.562759129019379,0.6770369460397407,0.8935229262000552,>=,39,>=,10,>=,50,1,0.19122715404699742,1.0566037735849056,0,0,-3,1
<=,53,<=,11,>=,55,1,0.3130252100840336,127,0.003900371610208532,0.937007874015748,0.06299212598425197,0.5433070866141733,0.5630252100840336,0.25,0.848806854826326,0.7194803599398053,0.9160959429992936,<=,49,<=,11,>=,55,0,0.19770987116592542,1.0754716981132075,-4,0,0,-1
>=,45,<=,13,<=,58,1,0.2557122143892806,855,0.026258407297073186,0.7929824561403509,0.20701754385964913,0.6152046783625731,0.668141592920354,0.4124293785310734,0.7043395473112005,0.9167101747489328,0.9204569884217315,>=,45,<=,10,<=,58,1,0.19556136718608114,0.23076923076923078,0,-3,0,0
<=,35,>=,13,>=,35,0,0.20536072067662847,2376,0.0729707318571297,0.6355218855218855,0.36447811447811446,0.2840909090909091,0.35894039735099337,0.1535796766743649,0.45837044316820735,0.9167101747489328,0.21129572187586376,<=,34,>=,13,>=,35,0,0.1890723375693734,0.02857142857142857,-1,0,0,0
<=,41,<=,15,>=,52,1,0.22726060282742067,186,0.005712355271643991,0.8763440860215054,0.12365591397849462,0.6774193548387096,0.7055214723926381,0.4782608695652174,0.6119590921654741,0.9873161143699518,0.8927551365130063,<=,41,<=,15,>=,50,1,0.1191358024691358,0.038461538461538464,0,0,-2,0
>=,35,<=,10,>=,34,1,0.22368014819388699,855,0.026258407297073186,0.8152046783625732,0.1847953216374269,0.5684210526315789,0.6097560975609756,0.3860759493670886,0.45837044316820735,0.6770369460397407,0.1714627929117656,>=,35,<=,9,>=,34,1,0.177466070837471,0.1,0,-1,0,0
>=,45,>=,4,<=,40,1,0.21092278719397362,711,0.021835938699671386,0.7468354430379747,0.25316455696202533,0.6019690576652602,0.655367231638418,0.4444444444444444,0.7043395473112005,0.036792481803384416,0.7057522803353705,>=,45,>=,4,<=,39,1,0.09259259259259256,0.025,0,0,-1,0
<=,55,>=,4,>=,60,0,0.2253621390537626,2037,0.0625595037007463,0.8517427589592538,0.1482572410407462,0.36082474226804123,0.39423631123919306,0.16887417218543047,0.874420318786278,0.036792481803384416,0.9659101378950278,<=,56,>=,4,>=,62,0,0.1998909667935476,0.051515151515151514,1,0,2,0
<=,51,>=,12,<=,59,0,0.2700132680220626,5946,0.18261109916771598,0.6555667675748402,0.3444332324251598,0.36646485031954257,0.4594663930220626,0.189453125,0.8198765394183225,0.7522496237830534,0.9206105463591413,<=,51,>=,9,<=,59,0,0.16733337920533561,0.25,0,-3,0,0
>=,32,>=,10,<=,54,1,0.217476103981181,1230,0.037775252602807036,0.7691056910569106,0.23089430894308943,0.7658536585365854,0.8160676532769556,0.5985915492957746,0.3773839869782869,0.6770369460397407,0.8947821012868156,>=,31,>=,11,<=,54,1,0.19459812509605035,0.13125,-1,1,0,0
<=,55,>=,10,>=,41,1,0.205565749235474,779,0.023924326648444457,0.8395378690629012,0.16046213093709885,0.8125802310654685,0.845565749235474,0.64,0.874420318786278,0.6770369460397407,0.7068578974847209,<=,59,>=,10,>=,41,1,0.198195831143808,0.07272727272727272,4,0,0,0
<=,60,<=,10,>=,44,1,0.4020092226613965,401,0.012315346580264733,0.9177057356608479,0.08229426433915212,0.5810473815461347,0.6141304347826086,0.21212121212121213,0.9283805779920764,0.6770369460397407,0.7247320413992199,<=,60,<=,9,>=,40,1,0.1980731032690416,0.19090909090909092,0,-1,-4,0
<=,60,>=,1,>=,32,1,0.21607854864433806,2216,0.06805687786001659,0.7942238267148014,0.20577617328519857,0.6606498194945848,0.7051136363636363,0.48903508771929827,0.9283805779920764,0.001566290961579804,0.1694051165504745,<=,60,>=,1,>=,32,0,0.1893797587763628,1.0,0,0,0,-1
>=,32,>=,11,<=,50,0,0.30993436552244913,5468,0.16793096035134056,0.7024506217995611,0.2975493782004389,0.45373079736649596,0.5459515751106483,0.23601720958819913,0.3773839869782869,0.7194803599398053,0.8881176868032309,>=,32,>=,11,<=,50,1,0.19828463739407942,1.0,0,0,0,1
<=,50,<=,12,>=,54,1,0.2625,122,0.003746813672798747,0.9180327868852459,0.08196721311475409,0.5409836065573771,0.5625,0.3,0.8016031448665581,0.7522496237830534,0.8947821012868156,<=,50,<=,12,>=,54,0,0.1965419347044789,1.0,0,0,0,-1
>=,30,>=,10,<=,42,0,0.24540166749294026,6929,0.21280058966247967,0.6237552316351566,0.3762447683648434,0.31072304805888296,0.4030541416011106,0.15765247410817032,0.3246829028592488,0.6770369460397407,0.7135837351432696,>=,30,>=,10,<=,39,0,0.12449748221860157,0.07142857142857142,0,0,-3,0
>=,41,>=,11,>=,28,1,0.21841397849462374,748,0.022972267436503793,0.8342245989304813,0.1657754010695187,0.8596256684491979,0.8958333333333334,0.6774193548387096,0.6119590921654741,0.7194803599398053,0.12557968121372193,>=,42,>=,11,>=,31,1,0.19622308395598853,0.13153310104529617,1,0,3,0
>=,42,<=,15,>=,53,0,0.3074180197389367,1227,0.03768311784036117,0.8533007334963325,0.1466992665036675,0.4400977995110024,0.48519579751671443,0.17777777777777778,0.6359141304014004,0.9873161143699518,0.8935229262000552,>=,42,<=,15,>=,50,1,0.196521095484826,1.0566037735849056,0,0,-3,1
>=,42,>=,6,>=,57,0,0.3007860665844636,939,0.028838180645557567,0.8636847710330139,0.13631522896698617,0.4472843450479233,0.4882860665844636,0.1875,0.6359141304014004,0.08123214888977612,0.9195970639722367,>=,41,>=,6,>=,57,1,0.1952380952380952,1.0238095238095237,-1,0,0,1
>=,30,<=,16,>=,54,0,0.2483571246029718,2471,0.0758883326679156,0.8526912181303116,0.14730878186968838,0.42331040064751113,0.45989558614143333,0.21153846153846154,0.3246829028592488,1.0,0.8947821012868156,>=,30,<=,16,>=,54,1,0.19347965054336247,1.0,0,0,0,1
<=,50,>=,16,>=,38,0,0.2108843537414966,189,0.005804490034089862,0.7777777777777778,0.2222222222222222,0.6878306878306878,0.7346938775510204,0.5238095238095238,0.8016031448665581,1.0,0.23724701329811737,<=,51,>=,16,>=,38,0,0.18128654970760227,0.02,1,0,0,0
>=,26,>=,2,>=,59,0,0.23034070488135844,2093,0.06427935259973588,0.8542761586239848,0.1457238413760153,0.38365981844242714,0.4172259507829978,0.18688524590163935,0.22100058352016216,0.00672583765854857,0.9206105463591413,>=,30,>=,2,>=,59,1,0.18234064785788917,1.1538461538461537,4,0,0,1
>=,30,>=,3,>=,20,1,0.20219901712439026,2264,0.06953103405915052,0.7990282685512368,0.20097173144876326,0.6868374558303887,0.7274737423991156,0.5252747252747253,0.3246829028592488,0.01695279629004023,0.08992352814716993,>=,30,>=,3,>=,21,1,0.19469228390289162,0.05,0,0,1,0
>=,58,>=,15,>=,21,0,0.358974358974359,100,0.0030711587481956942,0.91,0.09,0.66,0.6923076923076923,0.3333333333333333,0.9078959491416111,0.9873161143699518,0.0906606062467369,>=,58,>=,13,>=,21,1,0.18695652173913047,1.1333333333333333,0,-2,0,1
>=,34,<=,10,>=,45,0,0.2495598555729473,2912,0.08943214274745862,0.8458104395604396,0.15418956043956045,0.3135302197802198,0.3520097442143727,0.10244988864142539,0.4314670925340131,0.6770369460397407,0.7807499769663094,>=,34,<=,10,>=,40,0,0.1950207700639897,0.1111111111111111,0,0,-5,0
>=,35,<=,13,>=,24,0,0.22983689725530976,13697,0.4206566137403642,0.7027816310140906,0.2972183689859093,0.2737825801270351,0.3420943278620403,0.11225743060673053,0.45837044316820735,0.9167101747489328,0.10039617947851724,>=,35,<=,12,>=,24,0,0.19507690238357223,0.07692307692307693,0,-1,0,0
<=,55,<=,13,>=,37,1,0.24129397671388342,1582,0.04858573139645588,0.8128950695322377,0.18710493046776233,0.6049304677623262,0.6500777604976672,0.40878378378378377,0.874420318786278,0.9167101747489328,0.2226282976567059,<=,55,<=,13,>=,41,1,0.1936454849498328,0.10810810810810811,0,0,4,0
>=,47,>=,8,>=,45,0,0.31460372476750714,1864,0.05724639906636774,0.8293991416309013,0.17060085836909872,0.4967811158798283,0.5504527813712807,0.2358490566037736,0.7487177912226283,0.13061638156076288,0.7807499769663094,>=,47,>=,8,>=,45,1,0.19373219373219375,1.0,0,0,0,1
>=,57,<=,13,<=,51,1,0.2216787838730998,352,0.010810478793648843,0.7585227272727273,0.24147727272727273,0.48579545454545453,0.5393258426966292,0.3176470588235294,0.8966555081232149,0.9167101747489328,0.8885169374404963,>=,57,<=,12,<=,51,1,0.1328415876361082,0.07692307692307693,0,-1,0,0
>=,39,>=,5,>=,29,0,0.28686284465606793,11357,0.348791499032585,0.7094303072994629,0.2905696927005371,0.3447213172492736,0.42807496586818916,0.1412121212121212,0.562759129019379,0.05257823776911028,0.12579466232609562,>=,37,>=,4,>=,29,1,0.19874560441228117,1.2512820512820513,-2,-1,0,1
<=,60,<=,7,>=,39,1,0.2298951048951049,101,0.003101870335677651,0.8712871287128713,0.12871287128712872,0.27722772277227725,0.3068181818181818,0.07692307692307693,0.9283805779920764,0.11731826418107552,0.23841405362243173,<=,60,<=,7,>=,37,1,0.15384615384615385,0.05128205128205128,0,0,-2,0
<=,41,>=,14,>=,42,0,0.31233153638814015,475,0.014588004053929548,0.7810526315789473,0.21894736842105264,0.6189473684210526,0.6873315363881402,0.375,0.6119590921654741,0.9696262399803446,0.7135837351432696,<=,41,>=,15,>=,42,0,0.1883751221100618,0.07142857142857142,0,1,0,0
>=,53,>=,12,<=,55,1,0.2737373737373737,238,0.007309357820705752,0.8319327731092437,0.16806722689075632,0.8277310924369747,0.8737373737373737,0.6,0.848806854826326,0.7522496237830534,0.9160959429992936,>=,51,>=,13,<=,54,1,0.19146930599740775,0.1392510005717553,-2,1,-1,0
<=,56,>=,10,>=,50,0,0.25055527356897817,3315,0.10180891250268727,0.8135746606334842,0.18642533936651584,0.4627450980392157,0.5094549499443827,0.2588996763754045,0.8856607598046743,0.6770369460397407,0.8881176868032309,<=,56,>=,10,>=,47,1,0.19926993025226525,1.06,0,0,-3,1
<=,58,>=,8,<=,49,1,0.20693083104937987,1448,0.04447037867387365,0.7113259668508287,0.2886740331491713,0.5897790055248618,0.6495145631067961,0.44258373205741625,0.9078959491416111,0.13061638156076288,0.8015417216915942,<=,54,>=,8,<=,49,1,0.19396139477619434,0.06896551724137931,-4,0,0,0
>=,30,>=,6,<=,48,0,0.20442434021375522,14868,0.4566198826817358,0.644605864944848,0.355394135055152,0.24986548291633037,0.32251669449081805,0.11809235427706283,0.3246829028592488,0.08123214888977612,0.8006510856546175,>=,29,>=,6,<=,48,0,0.19837302547130814,0.03333333333333333,-1,0,0,0
<=,55,>=,10,<=,48,1,0.23347105249218714,941,0.028899603820521483,0.691817215727949,0.30818278427205104,0.6546227417640808,0.7265745007680492,0.49310344827586206,0.874420318786278,0.6770369460397407,0.8006510856546175,<=,54,>=,9,<=,48,1,0.19631772580671297,0.1181818181818182,-1,-1,0,0
>=,47,>=,1,<=,49,1,0.23367237413749037,734,0.022542305211756396,0.7615803814713896,0.23841961852861035,0.6008174386920981,0.6565295169946332,0.4228571428571429,0.7487177912226283,0.001566290961579804,0.8015417216915942,>=,41,>=,1,<=,49,1,0.1971698556720417,0.1276595744680851,-6,0,0,0
<=,53,<=,10,>=,50,1,0.42438778086341833,250,0.007677896870489235,0.932,0.068,0.572,0.6008583690987125,0.17647058823529413,0.848806854826326,0.6770369460397407,0.8881176868032309,<=,53,<=,9,>=,50,1,0.18229166666666669,0.1,0,-1,0,0
>=,57,<=,12,>=,57,0,0.3424908424908425,131,0.004023217960136359,0.8015267175572519,0.1984732824427481,0.31297709923664124,0.38095238095238093,0.038461538461538464,0.8966555081232149,0.7522496237830534,0.9195970639722367,>=,54,<=,12,>=,55,0,0.19678506611355978,0.08771929824561403,-3,0,-2,0
>=,58,>=,9,>=,44,0,0.32211148025101516,457,0.014035195479254322,0.8468271334792122,0.15317286652078774,0.4442013129102845,0.4935400516795866,0.17142857142857143,0.9078959491416111,0.4531187617087927,0.7247320413992199,>=,58,>=,9,>=,44,1,0.10340136054421778,1.0,0,0,0,1
>=,53,>=,6,>=,32,0,0.3082006920415225,3237,0.09941340867909462,0.7142415817114612,0.28575841828853876,0.340129749768304,0.4282006920415225,0.12,0.848806854826326,0.08123214888977612,0.1694051165504745,>=,56,>=,6,>=,32,1,0.19510247537929204,1.0566037735849056,3,0,0,1
>=,34,<=,14,>=,40,0,0.24650075860670456,13427,0.4123644851202359,0.7435018991584121,0.25649810084158786,0.3174201236314888,0.3806471000701192,0.13414634146341464,0.4314670925340131,0.9696262399803446,0.7057522803353705,>=,33,<=,12,>=,40,0,0.19393583350809374,0.1722689075630252,-1,-2,0,0
