age_th,edu_th,hours_th,gain_val,original_spd,selected_rows,selectivity,male_ratio,female_ratio,positive_rate,male_positive_rate,female_positive_rate,age_percentile,edu_percentile,hours_percentile,repair_age_th,repair_edu_th,repair_hours_th,repair_gain_val,repair_spd,distance,delta_age,delta_edu,delta_hours,delta_gain
52,15,34,0,0.406021897810219,161,0.004944565584595067,0.8509316770186336,0.14906832298136646,0.7204968944099379,0.781021897810219,0.375,0.8345566782346979,0.9873161143699518,0.1714627929117656,52,14,34,1,0.09942244224422447,1.0666666666666667,0,-1,0,1
53,7,34,1,-0.20103199174406605,142,0.004361045422437886,0.4014084507042254,0.5985915492957746,0.29577464788732394,0.17543859649122806,0.3764705882352941,0.848806854826326,0.11731826418107552,0.1714627929117656,54,7,34,1,-0.1928696668614845,0.018867924528301886,1,0,0,0
41,2,44,0,0.2985150527165024,3514,0.1079205184115967,0.8261240751280592,0.1738759248719408,0.4610130904951622,0.5129176713744402,0.2144026186579378,0.6119590921654741,0.00672583765854857,0.7247320413992199,41,2,43,1,0.19377730703031903,1.0227272727272727,0,0,-1,1
45,11,26,0,0.38607524999027276,2627,0.08067934031510089,0.75256947087933,0.24743052912066996,0.5397792158355539,0.635306019221042,0.24923076923076923,0.7043395473112005,0.7194803599398053,0.12201713706581493,45,13,26,1,0.16489361702127658,1.1818181818181819,0,2,0,1
28,14,59,1,0.2054813793295583,1982,0.06087036638923866,0.7593340060544904,0.24066599394550958,0.6256306760847629,0.6750830564784053,0.469601677148847,0.2732717054144529,0.9696262399803446,0.9206105463591413,26,14,58,1,0.19987948966492886,0.0883777239709443,-2,0,-1,0
59,11,58,0,0.2718812632481875,7701,0.2365099351985504,0.6584859109206597,0.34151408907934033,0.36268017140631087,0.455531453362256,0.18365019011406844,0.9187985626977059,0.7194803599398053,0.9204569884217315,59,9,58,0,0.18478132992520563,0.18181818181818182,0,-2,0,0
27,11,23,0,0.30229375618336096,7468,0.22935413531525445,0.7153186930905195,0.28468130690948046,0.44389394750937333,0.5299513290902284,0.22765757290686736,0.2466447590675962,0.7194803599398053,0.09265685943306409,29,11,23,1,0.19009173532659474,1.074074074074074,2,0,0,1
55,11,47,0,0.20085592288283627,3433,0.10543287982555818,0.8447422079813575,0.1552577920186426,0.2484707253131372,0.2796551724137931,0.07879924953095685,0.874420318786278,0.7194803599398053,0.7847731949264457,56,11,47,0,0.1964571629654765,0.01818181818181818,1,0,0,0
32,8,59,0,0.26255943766797607,1592,0.04889284727127545,0.8680904522613065,0.13190954773869346,0.44221105527638194,0.4768451519536903,0.21428571428571427,0.3773839869782869,0.13061638156076288,0.9206105463591413,32,8,59,1,0.19590228526398734,1.0,0,0,0,1
48,9,59,0,0.29798475117846185,506,0.015540063265870213,0.8557312252964426,0.1442687747035573,0.46047430830039526,0.5034642032332564,0.2054794520547945,0.7653941832253309,0.4531187617087927,0.9206105463591413,47,9,59,1,0.18891855807743652,1.0208333333333333,-1,0,0,1
35,11,50,1,0.20532245532245536,931,0.028592487945701912,0.7679914070891515,0.23200859291084855,0.518796992481203,0.5664335664335665,0.3611111111111111,0.45837044316820735,0.7194803599398053,0.8881176868032309,35,11,49,1,0.1807756197291081,0.02,0,0,-1,0
54,15,24,1,0.20729524789649872,2027,0.06225238782592672,0.7789837197829305,0.22101628021706957,0.6324617661568821,0.6782773907536416,0.47098214285714285,0.8615521636313381,0.9873161143699518,0.10039617947851724,49,15,24,1,0.1961442786069652,0.09259259259259259,-5,0,0,0
45,1,39,1,0.2513199138626292,994,0.0305273179570652,0.858148893360161,0.14185110663983905,0.7334004024144869,0.7690504103165299,0.5177304964539007,0.7043395473112005,0.001566290961579804,0.23841405362243173,45,1,41,1,0.19920534585515615,0.05128205128205128,0,0,2,0
54,9,36,1,0.24029078844652607,397,0.012192500230336906,0.8463476070528967,0.15365239294710328,0.7279596977329975,0.7648809523809523,0.5245901639344263,0.8615521636313381,0.4531187617087927,0.2180522711218943,59,9,36,1,0.19919786096256686,0.09259259259259259,5,0,0,0
53,14,47,0,0.34214352283317795,1095,0.033629188292742855,0.6621004566210046,0.3378995433789954,0.4968036529680365,0.6124137931034482,0.2702702702702703,0.848806854826326,0.9696262399803446,0.7847731949264457,53,14,47,1,0.1521388216303471,1.0,0,0,0,1
56,8,55,0,0.25857200484066156,238,0.007309357820705752,0.8445378151260504,0.15546218487394958,0.40756302521008403,0.44776119402985076,0.1891891891891892,0.8856607598046743,0.13061638156076288,0.9160959429992936,56,10,56,0,0.19387755102040816,0.2681818181818182,0,2,1,0
25,8,53,0,0.24503852211018826,2645,0.08123214888977612,0.8446124763705104,0.1553875236294896,0.4113421550094518,0.4494180841539839,0.20437956204379562,0.19689198734682595,0.13061638156076288,0.8935229262000552,25,8,50,1,0.16903346704535482,1.0566037735849056,0,0,-3,1
52,1,33,1,-0.23030303030303031,148,0.004545314947329628,0.40540540540540543,0.5945945945945946,0.2702702702702703,0.13333333333333333,0.36363636363636365,0.8345566782346979,0.001566290961579804,0.17060286846227082,54,1,33,1,-0.19479166666666664,0.038461538461538464,2,0,0,0
42,10,25,0,0.21199959738466057,6701,0.20579834771659347,0.6881062527980898,0.31189374720191015,0.22817489926876586,0.29429624810236393,0.08229665071770335,0.6359141304014004,0.6770369460397407,0.12109578944135622,42,9,25,0,0.1831516127247233,0.1,0,-1,0,0
25,4,54,1,0.22067669172932336,422,0.01296028991738583,0.9004739336492891,0.0995260663507109,0.7701421800947867,0.7921052631578948,0.5714285714285714,0.19689198734682595,0.036792481803384416,0.8947821012868156,25,4,50,1,0.1576732845698362,0.07407407407407407,0,0,-4,0
53,5,27,1,0.23053665910808763,530,0.01627714136543718,0.8150943396226416,0.18490566037735848,0.6981132075471698,0.7407407407407407,0.5102040816326531,0.848806854826326,0.05257823776911028,0.12293848469027364,52,5,29,1,0.19982068141063958,0.09294199860237595,-1,0,2,0
33,4,46,0,0.2470819093832926,4383,0.13460888793341727,0.8443988135979923,0.15560118640200776,0.44763860369609854,0.48608484193461227,0.23900293255131966,0.40425662602499923,0.036792481803384416,0.7832683271398299,33,4,46,1,0.1477125593439792,1.0,0,0,0,1
51,11,43,1,0.20715323166303556,477,0.014649427228893461,0.6792452830188679,0.32075471698113206,0.689727463312369,0.7561728395061729,0.5490196078431373,0.8198765394183225,0.7194803599398053,0.7182211848530451,53,11,43,1,0.198046165194394,0.0392156862745098,2,0,0,0
56,14,24,1,0.21280815350871435,1980,0.06080894321427475,0.7742424242424243,0.22575757575757577,0.6166666666666667,0.6647097195042401,0.4519015659955257,0.8856607598046743,0.9696262399803446,0.10039617947851724,56,14,24,0,0.17024528114725312,1.0,0,0,0,-1
25,11,24,1,0.21898501719815777,1281,0.03934154356438684,0.7876658860265418,0.21233411397345825,0.804839968774395,0.8513379583746283,0.6323529411764706,0.19689198734682595,0.7194803599398053,0.10039617947851724,26,12,24,1,0.19856160100062537,0.13090909090909092,1,1,0,0
44,7,43,0,0.3458744154396328,2628,0.08071005190258285,0.8162100456621004,0.18378995433789955,0.4893455098934551,0.5529137529137529,0.2070393374741201,0.6817972420994441,0.11731826418107552,0.7182211848530451,45,7,43,1,0.19248826291079812,1.0227272727272727,1,0,0,1
55,14,51,0,0.23647027513920735,2702,0.08298270937624766,0.840858623242043,0.15914137675795706,0.3360473723168024,0.37367957746478875,0.1372093023255814,0.874420318786278,0.9696262399803446,0.8885169374404963,54,13,50,0,0.19906877049734192,0.10921823274764451,-1,-1,-1,0
49,12,26,0,0.2327516936161796,4308,0.13230551887227052,0.7019498607242339,0.298050139275766,0.2404828226555246,0.3098544973544973,0.07710280373831775,0.7831147692024201,0.7522496237830534,0.12201713706581493,49,9,26,0,0.19773713999700576,0.25,0,-3,0,0
38,11,24,1,0.20483008156708615,911,0.027978256196062774,0.8090010976948409,0.19099890230515917,0.849615806805708,0.8887381275440976,0.6839080459770115,0.5376984736341022,0.7194803599398053,0.10039617947851724,34,11,24,1,0.1972670016598076,0.10526315789473684,-4,0,0,0
50,8,55,1,0.24779874213836484,295,0.009059918307177298,0.8983050847457628,0.1016949152542373,0.7559322033898305,0.7811320754716982,0.5333333333333333,0.8016031448665581,0.13061638156076288,0.9160959429992936,50,8,50,1,0.16829004329004327,0.09090909090909091,0,0,-5,0
59,10,53,1,0.21828952814569536,1011,0.031049414944258467,0.7467853610286844,0.2532146389713155,0.4559841740850643,0.5112582781456954,0.29296875,0.9187985626977059,0.6770369460397407,0.8935229262000552,59,10,49,1,0.1899617871840094,0.07547169811320754,0,0,-4,0
56,2,47,1,0.23629385964912286,383,0.01176253800558951,0.7519582245430809,0.24804177545691905,0.4934725848563969,0.5520833333333334,0.3157894736842105,0.8856607598046743,0.00672583765854857,0.7847731949264457,57,2,47,0,0.1992228044859624,1.0178571428571428,1,0,0,-1
31,16,51,0,0.24358130348913754,235,0.007217223058259881,0.7914893617021277,0.20851063829787234,0.723404255319149,0.7741935483870968,0.5306122448979592,0.35195479254322654,1.0,0.8885169374404963,31,15,51,1,-0.034545454545454546,1.0625,0,-1,0,1
38,11,38,1,0.21633941093969145,768,0.02358649918614293,0.8385416666666666,0.16145833333333334,0.5846354166666666,0.6195652173913043,0.4032258064516129,0.5376984736341022,0.7194803599398053,0.23724701329811737,40,11,37,1,0.19977823538729605,0.07894736842105263,2,0,-1,0
48,12,44,1,0.24145917776491022,358,0.010994748318540585,0.8770949720670391,0.12290502793296089,0.5754189944134078,0.6050955414012739,0.36363636363636365,0.7653941832253309,0.7522496237830534,0.7247320413992199,46,12,43,1,0.19724375538329025,0.06439393939393939,-2,0,-1,0
44,13,55,0,0.2465613592533707,7966,0.244648505881269,0.6687170474516696,0.3312829525483304,0.25809691187547074,0.339778486953257,0.09321712769988633,0.6817972420994441,0.9167101747489328,0.9160959429992936,43,12,54,0,0.19850040485596895,0.11783216783216785,-1,-1,-1,0
46,10,36,0,0.37236066598098105,3425,0.10518718712570253,0.7360583941605839,0.26394160583941606,0.482043795620438,0.5803252677508925,0.2079646017699115,0.7269739872854027,0.6770369460397407,0.2180522711218943,47,11,36,1,0.19376451670537786,1.1217391304347826,1,1,0,1
47,10,42,0,0.27412783295136234,1319,0.040508583888701204,0.8248673237300985,0.17513267626990145,0.33434420015163,0.38235294117647056,0.10822510822510822,0.7487177912226283,0.6770369460397407,0.7135837351432696,47,8,42,0,0.07987711213517665,0.2,0,-2,0,0
58,7,49,0,0.32560590094836667,344,0.010564786093793188,0.8488372093023255,0.1511627906976744,0.43023255813953487,0.4794520547945205,0.15384615384615385,0.9078959491416111,0.11731826418107552,0.8015417216915942,57,7,49,1,0.15213675213675215,1.0172413793103448,-1,0,0,1
42,11,55,1,0.21360228841980672,696,0.02137526488744203,0.7873563218390804,0.21264367816091953,0.5330459770114943,0.5784671532846716,0.36486486486486486,0.6359141304014004,0.7194803599398053,0.9160959429992936,41,11,55,1,0.19477196885428255,0.023809523809523808,-1,0,0,0
28,14,27,1,0.2083795844685884,2078,0.06381867878750652,0.7911453320500481,0.2088546679499519,0.6602502406159769,0.7037712895377128,0.49539170506912444,0.2732717054144529,0.9696262399803446,0.12293848469027364,29,14,24,1,0.19820278724710372,0.1468253968253968,1,0,-3,0
37,4,54,1,0.2093240093240094,316,0.009704861644298395,0.9050632911392406,0.0949367088607595,0.8227848101265823,0.8426573426573427,0.6333333333333333,0.5122999907865238,0.036792481803384416,0.8947821012868156,37,4,56,1,0.18949308755760363,0.037037037037037035,0,0,2,0
48,16,51,0,0.21962616822429903,141,0.004330333834955929,0.7588652482269503,0.24113475177304963,0.6666666666666666,0.719626168224299,0.5,0.7653941832253309,1.0,0.8885169374404963,48,16,52,0,0.19867724867724867,0.0196078431372549,0,0,1,0
49,16,27,1,0.20330409975411684,1761,0.05408310555572617,0.7705848949460534,0.22941510505394663,0.619534355479841,0.6661753868828297,0.4628712871287129,0.7831147692024201,1.0,0.12293848469027364,46,16,27,1,0.19186938812251053,0.061224489795918366,-3,0,0,0
58,12,38,0,0.32670855727402504,6228,0.19127176683762784,0.7130700064226075,0.2869299935773924,0.4372190109184329,0.530961495158748,0.204252937884723,0.9078959491416111,0.7522496237830534,0.23724701329811737,58,12,41,1,0.17575757575757578,1.0789473684210527,0,0,3,1
48,14,54,0,0.2811545104291218,683,0.020976014250176592,0.8477306002928258,0.15226939970717424,0.41142020497803805,0.4542314335060449,0.17307692307692307,0.7653941832253309,0.9696262399803446,0.8947821012868156,49,14,54,1,0.173656618610747,1.0208333333333333,1,0,0,1
26,7,42,0,0.24593557191194296,7191,0.22084702558275238,0.8174106522041441,0.18258934779585592,0.40133500208594075,0.44624021776114325,0.2003046458492003,0.22100058352016216,0.11731826418107552,0.7135837351432696,26,7,42,1,0.16910036741969514,1.0,0,0,0,1
41,13,56,1,0.21587301587301588,114,0.0035011209729430915,0.9210526315789473,0.07894736842105263,0.7543859649122807,0.7714285714285715,0.5555555555555556,0.6119590921654741,0.9167101747489328,0.9190749669850434,41,14,56,1,0.18382352941176472,0.07692307692307693,0,1,0,0
33,12,27,1,0.20596926713947994,980,0.030097355732317803,0.8081632653061225,0.19183673469387755,0.863265306122449,0.9027777777777778,0.6968085106382979,0.40425662602499923,0.7522496237830534,0.12293848469027364,34,12,27,1,0.19980407189709515,0.030303030303030304,1,0,0,0
51,12,59,0,0.3086245255856563,701,0.021528822824851815,0.8074179743223966,0.19258202567760344,0.5306704707560628,0.5901060070671378,0.2814814814814815,0.8198765394183225,0.7522496237830534,0.9206105463591413,51,15,59,0,0.13713713713713716,0.25,0,3,0,0
27,14,36,0,0.21340319554951806,18659,0.5730475108258346,0.7238330028404524,0.2761669971595477,0.27439841363417117,0.3333333333333333,0.11993013778381525,0.2466447590675962,0.9696262399803446,0.2180522711218943,27,13,35,0,0.19987865062987387,0.0992063492063492,0,-1,-1,0
60,13,41,0,0.21112255891613071,7110,0.21835938699671387,0.8142053445850914,0.18579465541490858,0.3081575246132208,0.34738296769735705,0.13626040878122633,0.9283805779920764,0.9167101747489328,0.7068578974847209,60,13,40,0,0.1736541193580871,0.024390243902439025,0,0,-1,0
51,14,43,0,0.32352249200075284,860,0.02641196523448297,0.641860465116279,0.3581395348837209,0.4511627906976744,0.5670289855072463,0.2435064935064935,0.8198765394183225,0.9696262399803446,0.7182211848530451,51,14,39,0,0.11965008675534988,0.09302325581395349,0,0,-4,0
54,13,54,0,0.25285714285714284,302,0.009274899419550996,0.8344370860927153,0.16556291390728478,0.3509933774834437,0.39285714285714285,0.14,0.8615521636313381,0.9167101747489328,0.8947821012868156,54,12,55,0,0.19678506611355978,0.09544159544159544,0,-1,1,0
56,1,60,1,0.22085205042747424,2123,0.0652007002241946,0.7574187470560527,0.24258125294394725,0.6255299105040037,0.6791044776119403,0.458252427184466,0.8856607598046743,0.001566290961579804,0.9659101378950278,56,1,60,0,0.16870562644694426,1.0,0,0,0,-1
53,9,43,0,0.2653156104055282,2824,0.08672952304904641,0.6363314447592068,0.3636685552407932,0.25743626062322944,0.35392320534223703,0.08860759493670886,0.848806854826326,0.4531187617087927,0.7182211848530451,53,9,39,0,0.16273584905660377,0.09302325581395349,0,0,-4,0
40,8,52,1,0.22390708609726495,1243,0.03817450324007248,0.7835880933226066,0.2164119066773934,0.6958970233306516,0.74435318275154,0.5204460966542751,0.5871441294800528,0.13061638156076288,0.8927551365130063,41,8,49,1,0.19989199389206846,0.0826923076923077,1,0,-3,0
28,9,58,0,0.2250541330339559,17588,0.5401554006326587,0.6708551284967023,0.3291448715032977,0.2848533090743689,0.3589287227731164,0.13387458973916047,0.2732717054144529,0.4531187617087927,0.9204569884217315,23,9,58,0,0.1994248211924079,0.17857142857142858,-5,0,0,0
57,13,34,0,0.23987596129992556,2006,0.061607444488805625,0.7228315054835494,0.27716849451645065,0.2597208374875374,0.32620689655172413,0.08633093525179857,0.8966555081232149,0.9167101747489328,0.1714627929117656,57,12,34,1,0.1666009204470743,1.0769230769230769,0,-1,0,1
51,14,21,0,0.3627317955676165,523,0.016062160253063482,0.768642447418738,0.23135755258126195,0.6424474187380497,0.7263681592039801,0.36363636363636365,0.8198765394183225,0.9696262399803446,0.0906606062467369,51,14,21,1,0.07620922384701911,1.0,0,0,0,1
53,13,52,1,0.2407467532467532,211,0.006480144958692915,0.8341232227488151,0.16587677725118483,0.8293838862559242,0.8693181818181818,0.6285714285714286,0.848806854826326,0.9167101747489328,0.8927551365130063,51,13,52,1,0.1908595784986975,0.03773584905660377,-2,0,0,0
55,12,55,1,0.22570850599996073,1158,0.03556401830410614,0.7452504317789291,0.2547495682210708,0.47668393782383417,0.5341830822711472,0.30847457627118646,0.874420318786278,0.7522496237830534,0.9160959429992936,49,12,55,1,0.19821634062140392,0.10909090909090909,-6,0,0,0
58,13,43,0,0.353410740203193,185,0.005681643684162034,0.8594594594594595,0.14054054054054055,0.572972972972973,0.6226415094339622,0.2692307692307692,0.9078959491416111,0.9167101747489328,0.7182211848530451,54,13,43,1,0.1578525641025641,1.0689655172413792,-4,0,0,1
57,2,48,0,0.2047423710887559,5672,0.17419612419765979,0.8296897038081805,0.17031029619181948,0.36759520451339917,0.40246493837654057,0.19772256728778467,0.8966555081232149,0.00672583765854857,0.8006510856546175,56,2,49,0,0.19936582259443988,0.038377192982456135,-1,0,1,0
33,12,21,1,0.20930413171792484,1120,0.03439697797979178,0.7928571428571428,0.20714285714285716,0.5625,0.6058558558558559,0.39655172413793105,0.40425662602499923,0.7522496237830534,0.0906606062467369,33,9,21,1,0.1735659280213736,0.25,0,-3,0,0
30,12,41,0,0.32321504678958585,2652,0.08144713000214981,0.8107088989441931,0.18929110105580693,0.6006787330316742,0.661860465116279,0.3386454183266932,0.3246829028592488,0.7522496237830534,0.7068578974847209,30,15,41,0,0.12884585350616895,0.25,0,3,0,0
56,10,21,1,0.25046350409092744,1498,0.0460059580479715,0.7703604806408545,0.22963951935914553,0.7336448598130841,0.791161178509532,0.5406976744186046,0.8856607598046743,0.6770369460397407,0.0906606062467369,56,9,21,0,0.1987329934690487,1.1,0,-1,0,-1
48,12,33,1,0.20609332527937185,778,0.023893615060962502,0.7737789203084833,0.2262210796915167,0.8071979434447301,0.8538205980066446,0.6477272727272727,0.7653941832253309,0.7522496237830534,0.17060286846227082,43,12,33,1,0.1784821215258422,0.10416666666666667,-5,0,0,0
53,13,30,0,0.37089646464646464,902,0.02770185190872516,0.7804878048780488,0.21951219512195122,0.5521064301552107,0.6335227272727273,0.26262626262626265,0.848806854826326,0.9167101747489328,0.16108227634286415,53,13,30,1,0.17333532397730655,1.0,0,0,0,1
29,12,51,1,0.24201541850220265,259,0.007954301157826848,0.8764478764478765,0.12355212355212356,0.8996138996138996,0.9295154185022027,0.6875,0.29824022603728384,0.7522496237830534,0.8885169374404963,29,12,50,1,0.13560559062876332,0.0196078431372549,0,0,-1,0
45,5,49,0,0.2859541049749631,1746,0.053622431743496825,0.8367697594501718,0.16323024054982818,0.49541809851088203,0.5420944558521561,0.256140350877193,0.7043395473112005,0.05257823776911028,0.8015417216915942,45,5,49,1,0.18701089148850347,1.0,0,0,0,1
53,11,20,1,0.25754812563323204,277,0.008507109732502073,0.8483754512635379,0.15162454873646208,0.8375451263537906,0.8765957446808511,0.6190476190476191,0.848806854826326,0.7194803599398053,0.08992352814716993,53,12,20,1,0.19444444444444442,0.09090909090909091,0,1,0,0
55,14,30,0,0.3680578788892606,1762,0.054113817143208134,0.7230419977298524,0.27695800227014755,0.5919409761634506,0.6938775510204082,0.32581967213114754,0.874420318786278,0.9696262399803446,0.16108227634286415,55,16,30,0,0.1715500090432267,0.14285714285714285,0,2,0,0
37,3,38,0,0.27662103977893454,12056,0.3702588986824729,0.7375580623755806,0.26244193762441936,0.3468812209688122,0.4194781826360774,0.14285714285714285,0.5122999907865238,0.01695279629004023,0.23724701329811737,37,3,41,1,0.16299843711913742,1.0789473684210527,0,0,3,1
48,5,55,0,0.26106442577030814,700,0.02149811123736986,0.85,0.15,0.46,0.4991596638655462,0.23809523809523808,0.7653941832253309,0.05257823776911028,0.9160959429992936,48,5,61,0,0.19556505476890196,0.10909090909090909,0,0,6,0
37,13,34,0,0.23174609650477626,2743,0.0842418844630079,0.6481954064892453,0.35180459351075466,0.3149835946044477,0.3965129358830146,0.16476683937823836,0.5122999907865238,0.9167101747489328,0.1714627929117656,34,13,34,0,0.1890723375693734,0.08108108108108109,-3,0,0,0
52,16,54,0,0.22365466511807974,2615,0.08031080126531741,0.8432122370936902,0.15678776290630975,0.3617590822179732,0.3968253968253968,0.17317073170731706,0.8345566782346979,1.0,0.8947821012868156,51,16,50,0,0.19675799277130848,0.0933048433048433,-1,0,-4,0
32,9,56,0,0.2302550431703338,695,0.021344553299960076,0.8820143884892087,0.11798561151079137,0.2762589928057554,0.3034257748776509,0.07317073170731707,0.3773839869782869,0.4531187617087927,0.9190749669850434,32,9,61,0,0.1942285356919503,0.08928571428571429,0,0,5,0
54,4,22,1,0.20598782022930634,2070,0.06357298608765087,0.7801932367149759,0.21980676328502416,0.6420289855072464,0.6873065015479877,0.48131868131868133,0.8615521636313381,0.036792481803384416,0.092011916095943,49,4,22,1,0.19746331580862153,0.09259259259259259,-5,0,0,0
60,2,58,0,0.20702468448947323,2153,0.0661220478486533,0.6702275894101254,0.3297724105898746,0.19368323269856014,0.26195426195426197,0.054929577464788736,0.9283805779920764,0.00672583765854857,0.9204569884217315,62,2,58,0,0.1808301240907146,0.03333333333333333,2,0,0,0
51,10,56,0,0.28332569857993584,273,0.008384263382574246,0.8644688644688645,0.13553113553113552,0.326007326007326,0.3644067796610169,0.08108108108108109,0.8198765394183225,0.6770369460397407,0.9190749669850434,51,10,61,0,0.15510204081632653,0.08928571428571429,0,0,5,0
50,11,35,0,0.2395520633657637,3604,0.11068456128497282,0.7136514983351832,0.28634850166481685,0.24944506104328523,0.31804043545878696,0.07848837209302326,0.8016031448665581,0.7194803599398053,0.21129572187586376,51,9,35,0,0.1992530946789473,0.2018181818181818,1,-2,0,0
41,6,53,1,0.22180851063829787,259,0.007954301157826848,0.9073359073359073,0.09266409266409266,0.8262548262548263,0.8468085106382979,0.625,0.6119590921654741,0.08123214888977612,0.8935229262000552,41,6,56,1,0.19210526315789467,0.05660377358490566,0,0,3,0
25,8,52,1,0.21596921596921592,422,0.01296028991738583,0.8957345971563981,0.10426540284360189,0.7843601895734598,0.8068783068783069,0.5909090909090909,0.19689198734682595,0.13061638156076288,0.8927551365130063,25,8,50,1,0.16903346704535482,0.038461538461538464,0,0,-2,0
38,14,37,0,0.26823324561275586,11095,0.3407450631123123,0.7297881928796756,0.27021180712032444,0.3271744028841821,0.39965419291095466,0.1314209472981988,0.5376984736341022,0.9696262399803446,0.2226282976567059,38,14,41,1,0.1804607508532423,1.1081081081081081,0,0,4,1
48,10,50,1,0.39495798319327724,213,0.006541568133656829,0.92018779342723,0.07981220657276995,0.539906103286385,0.5714285714285714,0.17647058823529413,0.7653941832253309,0.6770369460397407,0.8881176868032309,48,9,50,1,0.13782051282051283,0.1,0,-1,0,0
37,16,58,0,0.29556488032515427,1350,0.041460643100641875,0.8651851851851852,0.1348148148148148,0.43703703703703706,0.4768835616438356,0.1813186813186813,0.5122999907865238,1.0,0.9204569884217315,37,16,57,1,0.19333333333333336,1.0172413793103448,0,0,-1,1
42,7,58,1,0.22368421052631582,171,0.005251681459414637,0.8888888888888888,0.1111111111111111,0.8304093567251462,0.8552631578947368,0.631578947368421,0.6359141304014004,0.11731826418107552,0.9204569884217315,39,7,58,1,0.19947443860487335,0.07142857142857142,-3,0,0,0
49,4,44,0,0.2038257599898031,6407,0.19676914099689813,0.8116122990479163,0.18838770095208365,0.33775557983455595,0.37615384615384617,0.17232808616404308,0.7831147692024201,0.036792481803384416,0.7247320413992199,47,4,44,0,0.19851485449319872,0.04081632653061224,-2,0,0,0
39,2,53,1,0.20388615216201422,289,0.008875648782285556,0.903114186851211,0.09688581314878893,0.8269896193771626,0.8467432950191571,0.6428571428571429,0.562759129019379,0.00672583765854857,0.8935229262000552,39,2,50,1,0.1729323308270676,0.05660377358490566,0,0,-3,0
54,11,28,0,0.22903508771929826,227,0.006971530358404226,0.6696035242290749,0.3303964757709251,0.24669603524229075,0.3223684210526316,0.09333333333333334,0.8615521636313381,0.7194803599398053,0.12557968121372193,52,11,28,0,0.19367915942748404,0.037037037037037035,-2,0,0,0
38,6,24,1,0.20271260997067453,1630,0.05005988759558982,0.8098159509202454,0.1901840490797546,0.7319018404907975,0.7704545454545455,0.567741935483871,0.5376984736341022,0.08123214888977612,0.10039617947851724,37,4,24,1,0.19712519674369633,0.35964912280701755,-1,-2,0,0
33,12,59,0,0.28540129151291516,638,0.019593992813488528,0.8495297805642633,0.15047021943573669,0.5862068965517241,0.6291512915129152,0.34375,0.40425662602499923,0.7522496237830534,0.9206105463591413,33,15,59,0,0.12608695652173918,0.25,0,3,0,0
34,9,31,1,0.2181184002085056,1791,0.05500445318018488,0.8112786152987158,0.1887213847012842,0.7420435510887772,0.7832071576049553,0.5650887573964497,0.4314670925340131,0.4531187617087927,0.16123583428027394,34,11,31,1,0.19821428571428568,0.2222222222222222,0,2,0,0
58,6,54,1,0.21739059790427734,1879,0.057707072878597096,0.7413517828632251,0.2586482171367749,0.620010643959553,0.6762383345297918,0.4588477366255144,0.9078959491416111,0.08123214888977612,0.8947821012868156,58,6,54,0,0.16604770976705346,1.0,0,0,0,-1
30,9,50,1,0.2001589930210066,1791,0.05500445318018488,0.7660524846454495,0.23394751535455052,0.678391959798995,0.7252186588921283,0.5250596658711217,0.3246829028592488,0.4531187617087927,0.8881176868032309,30,9,49,1,0.19354151845208872,0.02,0,0,-1,0
59,6,39,1,0.21068758426277734,240,0.007370780995669666,0.8291666666666667,0.17083333333333334,0.6625,0.6984924623115578,0.4878048780487805,0.9187985626977059,0.08123214888977612,0.23841405362243173,59,6,38,1,0.19849246231155782,0.02564102564102564,0,0,-1,0
50,10,51,0,0.21026348461856806,1538,0.04723442154724978,0.8569570871261378,0.14304291287386217,0.24382314694408322,0.2738998482549317,0.06363636363636363,0.8016031448665581,0.6770369460397407,0.8885169374404963,50,10,50,0,0.1939115374367173,0.0196078431372549,0,0,-1,0
30,9,47,0,0.21284623876068004,13490,0.4142993151315992,0.6387694588584136,0.36123054114158637,0.2609340252038547,0.33782058721132646,0.12497434845064642,0.3246829028592488,0.4531187617087927,0.7847731949264457,30,9,44,0,0.19840877018265335,0.06382978723404255,0,0,-3,0
48,14,37,0,0.36050156739811906,1305,0.04007862166395381,0.7333333333333333,0.26666666666666666,0.5747126436781609,0.670846394984326,0.3103448275862069,0.7653941832253309,0.9696262399803446,0.2226282976567059,48,15,41,0,0.18410852713178294,0.17953667953667954,0,1,4,0
45,14,41,0,0.3150445788390797,459,0.014096618654218237,0.8126361655773421,0.18736383442265794,0.7211328976034859,0.7801608579088471,0.46511627906976744,0.7043395473112005,0.9696262399803446,0.7068578974847209,45,15,41,0,0.10592742844264147,0.07142857142857142,0,1,0,0
38,13,26,0,0.2355290320159141,3062,0.09403888086975216,0.6505551926845199,0.34944480731548005,0.3233180927498367,0.40562248995983935,0.17009345794392525,0.5376984736341022,0.9167101747489328,0.12201713706581493,35,13,26,0,0.19576000321979398,0.07894736842105263,-3,0,0,0
47,13,49,0,0.2485723614945679,3690,0.11332575780842112,0.6241192411924119,0.3758807588075881,0.3238482384823848,0.4172818063395571,0.16870944484498918,0.7487177912226283,0.9167101747489328,0.8015417216915942,41,13,49,0,0.1966327519379845,0.1276595744680851,-6,0,0,0
57,7,45,0,0.23179061744202586,2221,0.06821043579742637,0.6483565961278703,0.35164340387212967,0.23863124718595227,0.32013888888888886,0.088348271446863,0.8966555081232149,0.11731826418107552,0.7807499769663094,62,7,45,0,0.19605558045719407,0.08771929824561403,5,0,0,0
